,finished_filters,finished_filters,total_reward,total_reward,invalid_actions,invalid_actions,breakdowns,breakdowns,average_wip,average_wip,demand_satisfaction,demand_satisfaction
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,,,
Centralized DQN,15.97,1.5534581820030833,327.6165007251501,97.32040597839095,10.22,7.847768775102562,8.86,2.640094886571505,4.844499988555908,0.6388062817502254,0.5978663912415505,0.10903225858249689
Greedy Multi-Agent,72.84,9.849083431692737,963.4440000000002,582.6389920131861,39.69,16.325412426921744,8.93,2.8893919530907985,14.5457,9.057184352432019,1.0,0.0
Multi-Agent IQL,52.42,9.348667057798977,765.7010000000004,368.6099020617597,46.33,16.927089638693467,9.09,2.708367132656229,5.2575,2.0231220872201408,0.9982521008403361,0.013027019870929104
Random Multi-Agent,33.38,5.465742715710596,-367.07099999999997,425.40731504754314,43.14,13.745169950557067,9.39,2.7336104811450843,19.110699999999998,5.840320188918662,0.9685283545627105,0.08594495585052345
